hall_name,hall_url,item_name,detail_url,allergens_inline,label_item_name,nutrition_block,ingredients_text
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Americano,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233289*16,,16 oz Americano,"Nutrition Facts
Serving Size
16 OZ
Calories
5
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0.1g
0%
Sat. Fat
0g
- - -%
Trans Fat
- - -g
Cholesterol
0mg
- - -%
Sodium
7.7mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.9g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0.1g
Vitamin D
-
0mcg - 0%
Calcium
-
1.5mg - 0%
Iron
-
0.1mg - 1%
Potassium
-
71.7mg - 2%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Americano,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233288*20,,20 oz Americano,"Nutrition Facts
Serving Size
20 OZ
Calories
7
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0.1g
0%
Sat. Fat
0.1g
- - -%
Trans Fat
- - -g
Cholesterol
0mg
- - -%
Sodium
10.3mg
0%
Amount/Serving
%DV*
Tot. Carb.
1.1g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0.1g
Vitamin D
-
0mcg - 0%
Calcium
-
2.1mg - 0%
Iron
-
0.1mg - 1%
Potassium
-
95.6mg - 2%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Cappuccino,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233293*12,,12 oz Cappuccino,"Nutrition Facts
Serving Size
12 OZ
Calories
138
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
6.5g
10%
Sat. Fat
3.7g
- - -%
Trans Fat
0.2g
Cholesterol
18.3mg
- - -%
Sodium
120mg
5%
Amount/Serving
%DV*
Tot. Carb.
13.4g
4%
Dietary Fiber
0g
0%
Sugars
8.8g
Includes
0g Added Sugars
0%
Protein
6.3g
Vitamin D
-
2.4mcg - 0%
Calcium
-
215.6mg - 22%
Iron
-
0.4mg - 5%
Potassium
-
624.5mg - 13%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Cappuccino,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233019*16,,16 oz Cappuccino,"Nutrition Facts
Serving Size
16 OZ
Calories
150
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8g
12%
Sat. Fat
4.6g
- - -%
Trans Fat
0.2g
Cholesterol
24.4mg
- - -%
Sodium
107.5mg
5%
Amount/Serving
%DV*
Tot. Carb.
12g
4%
Dietary Fiber
0g
0%
Sugars
11.7g
Includes
0g Added Sugars
0%
Protein
7.7g
Vitamin D
-
3.2mcg - 0%
Calcium
-
276.2mg - 28%
Iron
-
0.1mg - 1%
Potassium
-
346mg - 7%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Cappuccino,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233291*20,,20 oz Cappuccino,"Nutrition Facts
Serving Size
20 OZ
Calories
191
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
10g
15%
Sat. Fat
5.7g
- - -%
Trans Fat
0.3g
Cholesterol
30.5mg
- - -%
Sodium
138.6mg
6%
Amount/Serving
%DV*
Tot. Carb.
15.5g
5%
Dietary Fiber
0g
0%
Sugars
14.6g
Includes
0g Added Sugars
0%
Protein
9.7g
Vitamin D
-
4mcg - 0%
Calcium
-
345.6mg - 35%
Iron
-
0.2mg - 2%
Potassium
-
473.6mg - 10%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Caramel Macchiato,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233036*12,,12 oz Caramel Macchiato,"Nutrition Facts
Serving Size
12 OZ
Calories
344
Calories from Fat
16.1
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8.4g
13%
Sat. Fat
4.6g
- - -%
Trans Fat
0.2g
Cholesterol
24.4mg
- - -%
Sodium
183.5mg
8%
Amount/Serving
%DV*
Tot. Carb.
59.4g
18%
Dietary Fiber
0g
0%
Sugars
45.8g
Includes
16.1g Added Sugars
0%
Protein
7.7g
Vitamin D
-
3.2mcg - 0%
Calcium
-
276.2mg - 28%
Iron
-
0.1mg - 1%
Potassium
-
346mg - 7%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Caramel Macchiato,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233037*16,,16 oz Caramel Macchiato,"Nutrition Facts
Serving Size
16 OZ
Calories
408
Calories from Fat
16.1
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
10g
15%
Sat. Fat
5.4g
- - -%
Trans Fat
0.3g
Cholesterol
29mg
- - -%
Sodium
205.7mg
9%
Amount/Serving
%DV*
Tot. Carb.
70.9g
21%
Dietary Fiber
0g
0%
Sugars
57g
Includes
16.1g Added Sugars
0%
Protein
9.2g
Vitamin D
-
3.8mcg - 0%
Calcium
-
328.4mg - 33%
Iron
-
0.1mg - 2%
Potassium
-
430.2mg - 9%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Caramel Macchiato,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233042*20,,20 oz Caramel Macchiato,"Nutrition Facts
Serving Size
20 OZ
Calories
492
Calories from Fat
16.1
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
12.5g
19%
Sat. Fat
6.9g
- - -%
Trans Fat
0.4g
Cholesterol
36.6mg
- - -%
Sodium
241.1mg
10%
Amount/Serving
%DV*
Tot. Carb.
83.9g
25%
Dietary Fiber
0g
0%
Sugars
69.7g
Includes
16.1g Added Sugars
0%
Protein
11.6g
Vitamin D
-
4.8mcg - 0%
Calcium
-
415.1mg - 42%
Iron
-
0.2mg - 2%
Potassium
-
554.8mg - 12%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Hot Chocolate,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233152*12,,12 oz Hot Chocolate,"Nutrition Facts
Serving Size
12 OZ
Calories
358
Calories from Fat
9.7
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
26.3g
40%
Sat. Fat
16.3g
- - -%
Trans Fat
0.8g
Cholesterol
83.7mg
- - -%
Sodium
173.6mg
8%
Amount/Serving
%DV*
Tot. Carb.
22.9g
7%
Dietary Fiber
0.3g
1%
Sugars
21.7g
Includes
9.7g Added Sugars
0%
Protein
8g
Vitamin D
-
3.4mcg - 0%
Calcium
-
280.4mg - 28%
Iron
-
0.1mg - 1%
Potassium
-
410.3mg - 9%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Hot Chocolate,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233270*16,,16 oz Hot Chocolate,"Nutrition Facts
Serving Size
16 OZ
Calories
468
Calories from Fat
11.4
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
34.6g
53%
Sat. Fat
21.7g
- - -%
Trans Fat
1.1g
Cholesterol
106.2mg
- - -%
Sodium
243mg
11%
Amount/Serving
%DV*
Tot. Carb.
29.9g
9%
Dietary Fiber
0.4g
1%
Sugars
28.2g
Includes
11.4g Added Sugars
0%
Protein
11.2g
Vitamin D
-
4.8mcg - 0%
Calcium
-
381.5mg - 38%
Iron
-
0.2mg - 2%
Potassium
-
558.9mg - 12%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Hot Chocolate,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233271*20,,20 oz Hot Chocolate,"Nutrition Facts
Serving Size
20 OZ
Calories
600
Calories from Fat
14.6
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
44.5g
68%
Sat. Fat
27.9g
- - -%
Trans Fat
1.4g
Cholesterol
136.3mg
- - -%
Sodium
312.4mg
14%
Amount/Serving
%DV*
Tot. Carb.
38.4g
12%
Dietary Fiber
0.6g
2%
Sugars
36.2g
Includes
14.6g Added Sugars
0%
Protein
14.5g
Vitamin D
-
6.1mcg - 0%
Calcium
-
490.3mg - 49%
Iron
-
0.2mg - 2%
Potassium
-
718.3mg - 15%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Flavored Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233308*12,,12 oz Flavored Latte,"Nutrition Facts
Serving Size
12 OZ
Calories
220
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8g
12%
Sat. Fat
4.6g
- - -%
Trans Fat
0.2g
Cholesterol
24.4mg
- - -%
Sodium
107.5mg
5%
Amount/Serving
%DV*
Tot. Carb.
29.9g
9%
Dietary Fiber
0g
0%
Sugars
29.6g
Includes
0g Added Sugars
0%
Protein
7.7g
Vitamin D
-
3.2mcg - 0%
Calcium
-
276.2mg - 28%
Iron
-
0.1mg - 1%
Potassium
-
346mg - 7%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233336*12,,12 oz Latte,"Nutrition Facts
Serving Size
12 OZ
Calories
225
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
12g
18%
Sat. Fat
6.9g
- - -%
Trans Fat
0.4g
Cholesterol
36.7mg
- - -%
Sodium
160.4mg
7%
Amount/Serving
%DV*
Tot. Carb.
17.9g
5%
Dietary Fiber
0g
0%
Sugars
17.6g
Includes
0g Added Sugars
0%
Protein
11.6g
Vitamin D
-
4.8mcg - 0%
Calcium
-
415.2mg - 42%
Iron
-
0.1mg - 2%
Potassium
-
508.3mg - 11%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Flavored Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233307*16,,16 oz Flavored Latte,"Nutrition Facts
Serving Size
16 OZ
Calories
295
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
10g
15%
Sat. Fat
5.7g
- - -%
Trans Fat
0.3g
Cholesterol
30.5mg
- - -%
Sodium
136.3mg
6%
Amount/Serving
%DV*
Tot. Carb.
42.3g
13%
Dietary Fiber
0g
0%
Sugars
41.7g
Includes
0g Added Sugars
0%
Protein
9.7g
Vitamin D
-
4mcg - 0%
Calcium
-
345.7mg - 35%
Iron
-
0.1mg - 2%
Potassium
-
450.4mg - 10%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233337*16,,16 oz Latte,"Nutrition Facts
Serving Size
16 OZ
Calories
301
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
15.9g
25%
Sat. Fat
9.1g
- - -%
Trans Fat
0.5g
Cholesterol
48.8mg
- - -%
Sodium
215mg
9%
Amount/Serving
%DV*
Tot. Carb.
24g
7%
Dietary Fiber
0g
0%
Sugars
23.4g
Includes
0g Added Sugars
0%
Protein
15.4g
Vitamin D
-
6.3mcg - 0%
Calcium
-
552.5mg - 55%
Iron
-
0.2mg - 2%
Potassium
-
691.9mg - 15%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Flavored Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233306*20,,20 oz Flavored Latte,"Nutrition Facts
Serving Size
20 OZ
Calories
388
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
13g
20%
Sat. Fat
7.4g
- - -%
Trans Fat
0.4g
Cholesterol
39.6mg
- - -%
Sodium
178.1mg
8%
Amount/Serving
%DV*
Tot. Carb.
56.2g
17%
Dietary Fiber
0g
0%
Sugars
55.3g
Includes
0g Added Sugars
0%
Protein
12.6g
Vitamin D
-
5.2mcg - 0%
Calcium
-
449.3mg - 45%
Iron
-
0.2mg - 2%
Potassium
-
594.7mg - 13%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233335*20,,20 oz Latte,"Nutrition Facts
Serving Size
20 OZ
Calories
378
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
20g
31%
Sat. Fat
11.4g
- - -%
Trans Fat
0.6g
Cholesterol
61.1mg
- - -%
Sodium
270.4mg
12%
Amount/Serving
%DV*
Tot. Carb.
30.2g
9%
Dietary Fiber
0g
0%
Sugars
29.3g
Includes
0g Added Sugars
0%
Protein
19.3g
Vitamin D
-
7.9mcg - 0%
Calcium
-
691.9mg - 69%
Iron
-
0.3mg - 3%
Potassium
-
878.2mg - 19%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Mocha Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233401*12,,12 oz Mocha Latte,"Nutrition Facts
Serving Size
12 OZ
Calories
233
Calories from Fat
18.3
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8g
12%
Sat. Fat
4.6g
- - -%
Trans Fat
0.2g
Cholesterol
24.4mg
- - -%
Sodium
116.6mg
5%
Amount/Serving
%DV*
Tot. Carb.
33.9g
10%
Dietary Fiber
0g
0%
Sugars
30g
Includes
18.3g Added Sugars
0%
Protein
7.7g
Vitamin D
-
3.2mcg - 0%
Calcium
-
276.2mg - 28%
Iron
-
0.7mg - 9%
Potassium
-
346mg - 7%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Mocha Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233342*16,,16 oz Mocha Latte,"Nutrition Facts
Serving Size
16 OZ
Calories
314
Calories from Fat
27.7
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
10g
15%
Sat. Fat
5.7g
- - -%
Trans Fat
0.3g
Cholesterol
30.5mg
- - -%
Sodium
149.9mg
7%
Amount/Serving
%DV*
Tot. Carb.
48.4g
15%
Dietary Fiber
0g
0%
Sugars
42.3g
Includes
27.7g Added Sugars
0%
Protein
9.7g
Vitamin D
-
4mcg - 0%
Calcium
-
345.1mg - 35%
Iron
-
1mg - 13%
Potassium
-
449.7mg - 10%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Mocha Latte,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233341*20,,20 oz Mocha Latte,"Nutrition Facts
Serving Size
20 OZ
Calories
414
Calories from Fat
37.1
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
13g
20%
Sat. Fat
7.4g
- - -%
Trans Fat
0.4g
Cholesterol
39.6mg
- - -%
Sodium
196.7mg
9%
Amount/Serving
%DV*
Tot. Carb.
64.4g
20%
Dietary Fiber
0g
0%
Sugars
56.2g
Includes
37.1g Added Sugars
0%
Protein
12.6g
Vitamin D
-
5.2mcg - 0%
Calcium
-
449.3mg - 45%
Iron
-
1.4mg - 17%
Potassium
-
594.7mg - 13%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Phrappuccino,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233283*12,,12 oz Phrappuccino,"Nutrition Facts
Serving Size
12 OZ
Calories
253
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
10g
15%
Sat. Fat
5.9g
- - -%
Trans Fat
0.2g
Cholesterol
22.1mg
- - -%
Sodium
108.4mg
5%
Amount/Serving
%DV*
Tot. Carb.
33.5g
10%
Dietary Fiber
0.7g
2%
Sugars
32.2g
Includes
0g Added Sugars
0%
Protein
7.6g
Vitamin D
-
2.7mcg - 0%
Calcium
-
256mg - 26%
Iron
-
0.7mg - 9%
Potassium
-
276.3mg - 6%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Phrappuccino,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233032*16,,16 oz Phrappuccino,"Nutrition Facts
Serving Size
16 OZ
Calories
310
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
12.2g
19%
Sat. Fat
7.2g
- - -%
Trans Fat
0.3g
Cholesterol
27.2mg
- - -%
Sodium
133mg
6%
Amount/Serving
%DV*
Tot. Carb.
41.1g
12%
Dietary Fiber
0.9g
3%
Sugars
39.6g
Includes
0g Added Sugars
0%
Protein
9.3g
Vitamin D
-
3.3mcg - 0%
Calcium
-
314.1mg - 31%
Iron
-
0.9mg - 11%
Potassium
-
339mg - 7%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Phrappuccino,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233282*20,,20 oz Phrappuccino,"Nutrition Facts
Serving Size
20 OZ
Calories
577
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
22.8g
35%
Sat. Fat
13.4g
- - -%
Trans Fat
0.5g
Cholesterol
50.6mg
- - -%
Sodium
247.8mg
11%
Amount/Serving
%DV*
Tot. Carb.
76.5g
23%
Dietary Fiber
1.7g
5%
Sugars
73.7g
Includes
0g Added Sugars
0%
Protein
17.3g
Vitamin D
-
6.2mcg - 0%
Calcium
-
585.1mg - 59%
Iron
-
1.7mg - 21%
Potassium
-
631.5mg - 13%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,12 oz Cold Brew Coffee,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233041*12,,12 oz Cold Brew Coffee,"Nutrition Facts
Serving Size
12 OZ
Calories
1
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
- - -g
Cholesterol
0mg
- - -%
Sodium
2.1mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.2g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
0.5mg - 0%
Iron
-
0mg - 0%
Potassium
-
21.1mg - 0%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Cold Brew Coffee,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233059*16,,16 oz Cold Brew Coffee,"Nutrition Facts
Serving Size
16 OZ
Calories
2
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
- - -g
Cholesterol
0mg
- - -%
Sodium
2.7mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.3g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
0.7mg - 0%
Iron
-
0mg - 0%
Potassium
-
28.1mg - 1%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,20 oz Cold Brew Coffee,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233067*20,,20 oz Cold Brew Coffee,"Nutrition Facts
Serving Size
20 OZ
Calories
2
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
- - -g
Cholesterol
0mg
- - -%
Sodium
3.4mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.4g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0.1g
Vitamin D
-
0mcg - 0%
Calcium
-
0.9mg - 0%
Iron
-
0mg - 0%
Potassium
-
35.1mg - 1%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,16 oz Italian Soda,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233331*16,,16 oz Italian Soda,"Nutrition Facts
Serving Size
16 OZ
Calories
105
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0mg
0%
Amount/Serving
%DV*
Tot. Carb.
27.1g
8%
Dietary Fiber
0g
0%
Sugars
27.1g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
0mg - 0%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,Assorted Herbal Hot Tea,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233549*8,,Assorted Herbal Hot Tea,"Nutrition Facts
Serving Size
8 OZ
Calories
5
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
- - -g
Cholesterol
0mg
- - -%
Sodium
4.5mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.9g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
9.1mg - 1%
Iron
-
0.4mg - 5%
Potassium
-
40.8mg - 1%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,Berry Berry Tea Concentrate,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233548*4,,Berry Berry Tea Concentrate,"Nutrition Facts
Serving Size
4 OZ
Calories
0
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0mg
0%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
1.7mg - 0%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,Decaf Earl Grey Tea Concentrate,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233163*4,,Decaf Earl Grey Tea Concentrate,"Nutrition Facts
Serving Size
4 OZ
Calories
0
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0mg
0%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
6.9mg - 0%",
Deet's Place,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=72&naFlag=1,Hibiscus Tea Concentrate,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=72&dtdate=11%2f15%2f2025&RecNumAndPort=233157*4,,Hibiscus Tea Concentrate,"Nutrition Facts
Serving Size
4 OZ
Calories
0
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0mg
0%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
1.7mg - 0%",
