hall_name,hall_url,item_name,detail_url,allergens_inline,label_item_name,nutrition_block,ingredients_text
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Monterey Jack & Cheddar Cheese,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=138044*1,,Monterey Jack & Cheddar Cheese,"Nutrition Facts
Serving Size
1 OZ
Calories
111
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
9.1g
14%
Sat. Fat
5.1g
- - -%
Trans Fat
0g
Cholesterol
25.3mg
- - -%
Sodium
172.1mg
7%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
6.1g
Vitamin D
-
0.2mcg - 0%
Calcium
-
202.5mg - 20%
Iron
-
0.1mg - 1%
Potassium
-
20.3mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Pepperjack Cheese,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=138042*1,,Pepperjack Cheese,"Nutrition Facts
Serving Size
1 OZ
Calories
111
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8.1g
12%
Sat. Fat
5.1g
- - -%
Trans Fat
0g
Cholesterol
30.4mg
- - -%
Sodium
182.3mg
8%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
7.1g
Vitamin D
-
0mcg - 0%
Calcium
-
199.5mg - 20%
Iron
-
0mg - 0%
Potassium
-
25.3mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Provolone Cheese,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=138003*1,,Provolone Cheese,"Nutrition Facts
Serving Size
1 OZ
Calories
101
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8.1g
12%
Sat. Fat
4.6g
- - -%
Trans Fat
0g
Cholesterol
20.3mg
- - -%
Sodium
202.5mg
9%
Amount/Serving
%DV*
Tot. Carb.
1g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
7.1g
Vitamin D
-
0.5mcg - 0%
Calcium
-
202.5mg - 20%
Iron
-
0mg - 0%
Potassium
-
139.7mg - 3%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Shredded Mozzarella,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=138016*1,,Shredded Mozzarella,"Nutrition Facts
Serving Size
1 OZ
Calories
72
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
4.5g
7%
Sat. Fat
2.9g
- - -%
Trans Fat
- - -g
Cholesterol
18.1mg
- - -%
Sodium
175.5mg
8%
Amount/Serving
%DV*
Tot. Carb.
0.8g
0%
Dietary Fiber
0g
0%
Sugars
0.3g
Includes
0g Added Sugars
0%
Protein
6.9g
Vitamin D
-
0.1mcg - 0%
Calcium
-
221.7mg - 22%
Iron
-
0.1mg - 1%
Potassium
-
23.8mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Sliced Muenster Cheese,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=138018*1,,Sliced Muenster Cheese,"Nutrition Facts
Serving Size
1 OZ
Calories
101
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
8.1g
12%
Sat. Fat
5.1g
- - -%
Trans Fat
0g
Cholesterol
30.4mg
- - -%
Sodium
192.4mg
8%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
7.1g
Vitamin D
-
mcg - 0%
Calcium
-
202.5mg - 20%
Iron
-
0mg - 0%
Potassium
-
0mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Swiss Cheese Sliced,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=138017*1,,Swiss Cheese Sliced,"Nutrition Facts
Serving Size
1 OZ
Calories
111
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
9.1g
14%
Sat. Fat
5.1g
- - -%
Trans Fat
0g
Cholesterol
25.3mg
- - -%
Sodium
50.6mg
2%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
8.1g
Vitamin D
-
0mcg - 0%
Calcium
-
252.1mg - 25%
Iron
-
0mg - 0%
Potassium
-
20.3mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Banana Peppers,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=045104*1%2f2,,Banana Peppers,"Nutrition Facts
Serving Size
1/2 OZ
Calories
1
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
65.6mg
3%
Amount/Serving
%DV*
Tot. Carb.
0.2g
0%
Dietary Fiber
0.2g
1%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
4.7mg - 0%
Iron
-
0mg - 0%
Potassium
-
mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Black Olives,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=221015*1,,Black Olives,"Nutrition Facts
Serving Size
1 OZ
Calories
38
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
3.8g
6%
Sat. Fat
0.9g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
226.8mg
10%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0.9mg - 12%
Potassium
-
0mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Cucumbers,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=045011*1+1%2f2,,Cucumbers,"Nutrition Facts
Serving Size
1 1/2 OZ
Calories
6
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0.9mg
0%
Amount/Serving
%DV*
Tot. Carb.
1.5g
0%
Dietary Fiber
0.2g
1%
Sugars
0.7g
Includes
0g Added Sugars
0%
Protein
0.3g
Vitamin D
-
0mcg - 0%
Calcium
-
6.8mg - 1%
Iron
-
0.1mg - 1%
Potassium
-
62.5mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,DILL PICKLE CHIPS,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=047001*1,,DILL PICKLE CHIPS,"Nutrition Facts
Serving Size
1 OZ
Calories
0
Calories from Fat
0
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
393.9mg
17%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
20.2mg - 2%
Iron
-
0mg - 0%
Potassium
-
50.5mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Fresh Spinach,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=045024*1%2f2,,Fresh Spinach,"Nutrition Facts
Serving Size
1/2 OZ
Calories
2
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
6.6mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.4g
0%
Dietary Fiber
0.2g
1%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0.3g
Vitamin D
-
0mcg - 0%
Calcium
-
12.9mg - 1%
Iron
-
0.3mg - 4%
Potassium
-
44.3mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Green Pepper Strips,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=045017*1,,Green Pepper Strips,"Nutrition Facts
Serving Size
1 OZ
Calories
6
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0.9mg
0%
Amount/Serving
%DV*
Tot. Carb.
1.3g
0%
Dietary Fiber
0.5g
1%
Sugars
0.7g
Includes
0g Added Sugars
0%
Protein
0.2g
Vitamin D
-
0mcg - 0%
Calcium
-
2.8mg - 0%
Iron
-
0.1mg - 1%
Potassium
-
49.6mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Pickled Jalapenos,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=047003*1,,Pickled Jalapenos,"Nutrition Facts
Serving Size
1 OZ
Calories
5
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
292.2mg
13%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
1g
3%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
20.9mg - 2%
Iron
-
0mg - 0%
Potassium
-
47mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Shredded Iceberg Lettuce,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=045022*1,,Shredded Iceberg Lettuce,"Nutrition Facts
Serving Size
1 OZ
Calories
4
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
2.8mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.8g
0%
Dietary Fiber
0.3g
1%
Sugars
0.5g
Includes
0g Added Sugars
0%
Protein
0.3g
Vitamin D
-
0mcg - 0%
Calcium
-
5.1mg - 1%
Iron
-
0.1mg - 1%
Potassium
-
40mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Sliced Tomatoes,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=045001*1,,Sliced Tomatoes,"Nutrition Facts
Serving Size
1 OZ
Calories
5
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0.1g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
1.4mg
0%
Amount/Serving
%DV*
Tot. Carb.
1.1g
0%
Dietary Fiber
0.3g
1%
Sugars
0.7g
Includes
0g Added Sugars
0%
Protein
0.2g
Vitamin D
-
0mcg - 0%
Calcium
-
2.8mg - 0%
Iron
-
0.1mg - 1%
Potassium
-
67.2mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,BBQ Sauce,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=151029*1,,BBQ Sauce,"Nutrition Facts
Serving Size
1 OZ
Calories
57
Calories from Fat
8.9
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
0g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
101mg
4%
Amount/Serving
%DV*
Tot. Carb.
12.9g
4%
Dietary Fiber
0g
0%
Sugars
9.7g
Includes
8.9g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
10.5mg - 1%
Iron
-
0.3mg - 4%
Potassium
-
81.6mg - 2%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Buffalo Sauce,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=151114*1,,Buffalo Sauce,"Nutrition Facts
Serving Size
1 OZ
Calories
0
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
0g
0%
Sat. Fat
- - -g
- - -%
Trans Fat
- - -g
Cholesterol
- - -mg
- - -%
Sodium
826.9mg
36%
Amount/Serving
%DV*
Tot. Carb.
0g
0%
Dietary Fiber
- - -g
- - -%
Sugars
- - -g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
mg - 0%
Iron
-
mg - 0%
Potassium
-
mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Chipotle Mayo,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=151025*1,,Chipotle Mayo,"Nutrition Facts
Serving Size
1 OZ
Calories
182
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
20.3g
31%
Sat. Fat
3g
- - -%
Trans Fat
0g
Cholesterol
10.1mg
- - -%
Sodium
273.4mg
12%
Amount/Serving
%DV*
Tot. Carb.
2g
1%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
0mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Honey Mustard,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=221225*1,,Honey Mustard,"Nutrition Facts
Serving Size
1 OZ
Calories
114
Calories from Fat
4.7
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
10.4g
16%
Sat. Fat
1.9g
- - -%
Trans Fat
0g
Cholesterol
9.5mg
- - -%
Sodium
151.4mg
7%
Amount/Serving
%DV*
Tot. Carb.
4.7g
1%
Dietary Fiber
0g
0%
Sugars
4.7g
Includes
4.7g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
0mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Mayonnaise,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=151023*1,,Mayonnaise,"Nutrition Facts
Serving Size
1 OZ
Calories
202
Calories from Fat
0.6
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
22.2g
34%
Sat. Fat
3.4g
- - -%
Trans Fat
0.3g
Cholesterol
17.1mg
- - -%
Sodium
167.9mg
7%
Amount/Serving
%DV*
Tot. Carb.
0.6g
0%
Dietary Fiber
0g
0%
Sugars
0.6g
Includes
0.6g Added Sugars
0%
Protein
0.3g
Vitamin D
-
0.3mcg - 0%
Calcium
-
0mg - 0%
Iron
-
0mg - 0%
Potassium
-
0mg - 0%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Roasted Garlic Parmesan Aioli,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=151747*1,,Roasted Garlic Parmesan Aioli,"Nutrition Facts
Serving Size
1 OZ
Calories
98
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
7.4g
11%
Sat. Fat
1.6g
- - -%
Trans Fat
0g
Cholesterol
8.1mg
- - -%
Sodium
208mg
9%
Amount/Serving
%DV*
Tot. Carb.
6.6g
2%
Dietary Fiber
0.1g
0%
Sugars
1.6g
Includes
0g Added Sugars
0%
Protein
1.9g
Vitamin D
-
0mcg - 0%
Calcium
-
51.5mg - 5%
Iron
-
0.2mg - 3%
Potassium
-
25.6mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,"Salad Dressing, Ranch",https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=051001*1,,"Salad Dressing, Ranch","Nutrition Facts
Serving Size
1 OZL
Calories
107
Calories from Fat
0.3
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
11.2g
17%
Sat. Fat
1.9g
- - -%
Trans Fat
0.1g
Cholesterol
10.3mg
- - -%
Sodium
225.7mg
10%
Amount/Serving
%DV*
Tot. Carb.
1g
0%
Dietary Fiber
0g
0%
Sugars
0.9g
Includes
0.3g Added Sugars
0%
Protein
0.6g
Vitamin D
-
0.3mcg - 0%
Calcium
-
18.9mg - 2%
Iron
-
0mg - 0%
Potassium
-
24mg - 1%",
Future Bites at Xpress Lane,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=07&naFlag=1,Salad Oil & Vinegar,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=07&dtdate=11%2f15%2f2025&RecNumAndPort=051070*1,,Salad Oil & Vinegar,"Nutrition Facts
Serving Size
1 OZ
Calories
119
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
13.5g
21%
Sat. Fat
1.9g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
0.3mg
0%
Amount/Serving
%DV*
Tot. Carb.
0.1g
0%
Dietary Fiber
0g
0%
Sugars
0g
Includes
0g Added Sugars
0%
Protein
0g
Vitamin D
-
0mcg - 0%
Calcium
-
0.1mg - 0%
Iron
-
0.1mg - 1%
Potassium
-
11.1mg - 0%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,"Double Bacon, Egg and Cheese Bagel",https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=087102*1,,"Double Bacon, Egg and Cheese Bagel","Nutrition Facts
Serving Size
1 BAGEL
Calories
690
Calories from Fat
7
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
26.4g
41%
Sat. Fat
11.4g
- - -%
Trans Fat
0.1g
Cholesterol
206.9mg
- - -%
Sodium
1344.7mg
58%
Amount/Serving
%DV*
Tot. Carb.
81.2g
25%
Dietary Fiber
4.2g
12%
Sugars
7.6g
Includes
7g Added Sugars
0%
Protein
31.4g
Vitamin D
-
0.9mcg - 0%
Calcium
-
202.2mg - 20%
Iron
-
5.6mg - 70%
Potassium
-
184.1mg - 4%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,"Double Bacon, Egg and Cheese Biscuit",https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=087098*1,,"Double Bacon, Egg and Cheese Biscuit","Nutrition Facts
Serving Size
1 BISCUIT
Calories
720
Calories from Fat
4
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
42.4g
65%
Sat. Fat
22.4g
- - -%
Trans Fat
0.1g
Cholesterol
206.9mg
- - -%
Sodium
2214.7mg
96%
Amount/Serving
%DV*
Tot. Carb.
57.2g
17%
Dietary Fiber
2.2g
7%
Sugars
5.6g
Includes
4g Added Sugars
0%
Protein
28.4g
Vitamin D
-
0.9mcg - 0%
Calcium
-
252.2mg - 25%
Iron
-
4.5mg - 57%
Potassium
-
164.1mg - 3%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,Egg and Cheese Bagel,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=061039*1,,Egg and Cheese Bagel,"Nutrition Facts
Serving Size
1 BISCUIT
Calories
543
Calories from Fat
7
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
15g
23%
Sat. Fat
7.4g
- - -%
Trans Fat
0g
Cholesterol
174.9mg
- - -%
Sodium
915.3mg
40%
Amount/Serving
%DV*
Tot. Carb.
80.5g
24%
Dietary Fiber
4.2g
12%
Sugars
7g
Includes
7g Added Sugars
0%
Protein
21.3g
Vitamin D
-
0.9mcg - 0%
Calcium
-
197.6mg - 20%
Iron
-
5.3mg - 67%
Potassium
-
184.1mg - 4%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,Egg and Cheese Biscuit,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=061027*1,,Egg and Cheese Biscuit,"Nutrition Facts
Serving Size
1 BISCUIT
Calories
573
Calories from Fat
4
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
31g
48%
Sat. Fat
18.4g
- - -%
Trans Fat
0g
Cholesterol
174.9mg
- - -%
Sodium
1785.3mg
78%
Amount/Serving
%DV*
Tot. Carb.
56.5g
17%
Dietary Fiber
2.2g
7%
Sugars
5g
Includes
4g Added Sugars
0%
Protein
18.3g
Vitamin D
-
0.9mcg - 0%
Calcium
-
247.6mg - 25%
Iron
-
4.2mg - 53%
Potassium
-
164.1mg - 3%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,French Toast Sticks,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=131006*4,,French Toast Sticks,"Nutrition Facts
Serving Size
4 EACH
Calories
396
Calories from Fat
- - -
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
13.1g
20%
Sat. Fat
2g
- - -%
Trans Fat
0g
Cholesterol
0mg
- - -%
Sodium
388.6mg
17%
Amount/Serving
%DV*
Tot. Carb.
64.4g
20%
Dietary Fiber
1g
3%
Sugars
29.3g
Includes
0g Added Sugars
0%
Protein
5.1g
Vitamin D
-
0mcg - 0%
Calcium
-
81.8mg - 8%
Iron
-
2mg - 25%
Potassium
-
94.7mg - 2%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,Ham and Cheese Bagel,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=087107*1,,Ham and Cheese Bagel,"Nutrition Facts
Serving Size
1 BAGEL
Calories
542
Calories from Fat
8
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
12.6g
19%
Sat. Fat
6.6g
- - -%
Trans Fat
0g
Cholesterol
60.7mg
- - -%
Sodium
1089.4mg
47%
Amount/Serving
%DV*
Tot. Carb.
81g
25%
Dietary Fiber
4g
12%
Sugars
8g
Includes
8g Added Sugars
0%
Protein
26.2g
Vitamin D
-
0mcg - 0%
Calcium
-
172mg - 17%
Iron
-
4.4mg - 55%
Potassium
-
211.1mg - 4%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,Ham and Cheese Biscuit,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=087100*1,,Ham and Cheese Biscuit,"Nutrition Facts
Serving Size
1 BISCUIT
Calories
572
Calories from Fat
5
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
28.6g
44%
Sat. Fat
17.6g
- - -%
Trans Fat
0g
Cholesterol
60.7mg
- - -%
Sodium
1959.4mg
85%
Amount/Serving
%DV*
Tot. Carb.
57g
17%
Dietary Fiber
2g
6%
Sugars
6g
Includes
5g Added Sugars
0%
Protein
23.2g
Vitamin D
-
0mcg - 0%
Calcium
-
222mg - 22%
Iron
-
3.3mg - 41%
Potassium
-
191.1mg - 4%",
Squires Food Court,https://foodpro.students.vt.edu/menus/MenuAtLocation.aspx?locationNum=18&naFlag=1,Sausage Biscuit,https://foodpro.students.vt.edu/menus/label.aspx?locationNum=18&dtdate=11%2f15%2f2025&RecNumAndPort=087099*1,,Sausage Biscuit,"Nutrition Facts
Serving Size
1 BISCUIT
Calories
620
Calories from Fat
4
*Percent Daily Values (DV)
are based on a 2,000
calorie diet.
Amount/Serving
%DV*
Total Fat
39g
60%
Sat. Fat
19g
- - -%
Trans Fat
0g
Cholesterol
45mg
- - -%
Sodium
1580mg
69%
Amount/Serving
%DV*
Tot. Carb.
54g
16%
Dietary Fiber
1g
3%
Sugars
5g
Includes
4g Added Sugars
0%
Protein
14g
Vitamin D
-
0mcg - 0%
Calcium
-
70mg - 7%
Iron
-
3.7mg - 46%
Potassium
-
190mg - 4%",
